tbs,snr,bler,itbs,nr,totru
256,-1.9,0,1,64,512
256,-1.9,0,1,128,1024
256,-1.9,0,2,2,12
256,-1.9,0,2,4,24
256,-1.9,0,2,8,48
256,-1.9,0,2,16,96
256,-1.9,0,2,32,192
256,-1.9,0,2,64,384
256,-1.9,0,2,128,768
256,-1.9,0,3,2,10
256,-1.9,0,3,4,20
256,-1.9,0,3,8,40
256,-1.9,0,3,16,80
256,-1.9,0,3,32,160
256,-1.9,0,3,64,320
256,-1.9,0,3,128,640
256,-1.9,0,4,4,16
256,-1.9,0,4,8,32
256,-1.9,0,4,16,64
256,-1.9,0,4,32,128
256,-1.9,0,4,64,256
256,-1.9,0,4,128,512
256,-1.9,0,6,4,12
256,-1.9,0,6,8,24
256,-1.9,0,6,16,48
256,-1.9,0,6,32,96
256,-1.9,0,6,64,192
256,-1.9,0,6,128,384
256,-1.9,0,8,8,16
256,-1.9,0,8,16,32
256,-1.9,0,8,32,64
256,-1.9,0,8,64,128
256,-1.9,0,8,128,256
256,-1.9,6.103515625E-05,8,4,8
256,-1.9,9.1552734375E-05,1,1,8
256,-1.9,0.0001220703,4,2,8
256,-1.9,0.0383605957,6,2,6
256,-1.9,0.2609558105,2,1,6
256,-1.9,0.4505004883,3,1,5
256,-1.9,0.984954834,4,1,4
256,-1.9,0.984954834,8,2,4
256,-1.9,1,6,1,3
256,-1.9,1,8,1,2
256,-1.8,0,0,1,10
256,-1.8,0,0,2,20
256,-1.8,0,0,4,40
256,-1.8,0,0,8,80
256,-1.8,0,0,16,160
256,-1.8,0,0,32,320
256,-1.8,0,0,64,640
256,-1.8,0,0,128,1280
256,-1.8,0,1,2,16
256,-1.8,0,1,4,32
256,-1.8,0,1,8,64
256,-1.8,0,1,16,128
256,-1.8,0,1,32,256
256,-1.8,0,1,64,512
256,-1.8,0,1,128,1024
256,-1.8,0,2,2,12
256,-1.8,0,2,4,24
256,-1.8,0,2,8,48
256,-1.8,0,2,16,96
256,-1.8,0,2,32,192
256,-1.8,0,2,64,384
256,-1.8,0,2,128,768
256,-1.8,0,3,2,10
256,-1.8,0,3,4,20
256,-1.8,0,3,8,40
256,-1.8,0,3,16,80
256,-1.8,0,3,32,160
256,-1.8,0,3,64,320
256,-1.8,0,3,128,640
256,-1.8,0,4,4,16
256,-1.8,0,4,8,32
256,-1.8,0,4,16,64
256,-1.8,0,4,32,128
256,-1.8,0,4,64,256
256,-1.8,0,4,128,512
256,-1.8,0,6,4,12
256,-1.8,0,6,8,24
256,-1.8,0,6,16,48
256,-1.8,0,6,32,96
256,-1.8,0,6,64,192
256,-1.8,0,6,128,384
256,-1.8,0,8,8,16
256,-1.8,0,8,16,32
256,-1.8,0,8,32,64
256,-1.8,0,8,64,128
256,-1.8,0,8,128,256
256,-1.8,3.0517578125E-05,4,2,8
256,-1.8,6.103515625E-05,1,1,8
256,-1.8,6.103515625E-05,8,4,8
256,-1.8,0.0222473145,6,2,6
256,-1.8,0.1987609863,2,1,6
256,-1.8,0.3612060547,3,1,5
256,-1.8,0.9749450684,4,1,4
256,-1.8,0.9756164551,8,2,4
256,-1.8,1,6,1,3
256,-1.8,1,8,1,2
256,-1.7,0,0,1,10
256,-1.7,0,0,2,20
256,-1.7,0,0,4,40
256,-1.7,0,0,8,80
256,-1.7,0,0,16,160
256,-1.7,0,0,32,320
256,-1.7,0,0,64,640
256,-1.7,0,0,128,1280
256,-1.7,0,1,2,16
256,-1.7,0,1,4,32
256,-1.7,0,1,8,64
256,-1.7,0,1,16,128
256,-1.7,0,1,32,256
256,-1.7,0,1,64,512
256,-1.7,0,1,128,1024
256,-1.7,0,2,2,12
256,-1.7,0,2,4,24
256,-1.7,0,2,8,48
256,-1.7,0,2,16,96
256,-1.7,0,2,32,192
256,-1.7,0,2,64,384
256,-1.7,0,2,128,768
256,-1.7,0,3,2,10
256,-1.7,0,3,4,20
256,-1.7,0,3,8,40
256,-1.7,0,3,16,80
256,-1.7,0,3,32,160
256,-1.7,0,3,64,320
256,-1.7,0,3,128,640
256,-1.7,0,4,2,8
256,-1.7,0,4,4,16
256,-1.7,0,4,8,32
256,-1.7,0,4,16,64
256,-1.7,0,4,32,128
256,-1.7,0,4,64,256
256,-1.7,0,4,128,512
256,-1.7,0,6,4,12
256,-1.7,0,6,8,24
256,-1.7,0,6,16,48
256,-1.7,0,6,32,96
256,-1.7,0,6,64,192
256,-1.7,0,6,128,384
256,-1.7,0,8,8,16
256,-1.7,0,8,16,32
256,-1.7,0,8,32,64
256,-1.7,0,8,64,128
256,-1.7,0,8,128,256
256,-1.7,3.0517578125E-05,1,1,8
256,-1.7,3.0517578125E-05,8,4,8
256,-1.7,0.0132141113,6,2,6
256,-1.7,0.1445617676,2,1,6
256,-1.7,0.2798461914,3,1,5
256,-1.7,0.9606018066,8,2,4
256,-1.7,0.9618530273,4,1,4
256,-1.7,1,6,1,3
256,-1.7,1,8,1,2
256,-1.6,0,0,1,10
256,-1.6,0,0,2,20
256,-1.6,0,0,4,40
256,-1.6,0,0,8,80
256,-1.6,0,0,16,160
256,-1.6,0,0,32,320
256,-1.6,0,0,64,640
256,-1.6,0,0,128,1280
256,-1.6,0,1,1,8
256,-1.6,0,1,2,16
256,-1.6,0,1,4,32
256,-1.6,0,1,8,64
256,-1.6,0,1,16,128
256,-1.6,0,1,32,256
256,-1.6,0,1,64,512
256,-1.6,0,1,128,1024
256,-1.6,0,2,2,12
256,-1.6,0,2,4,24
256,-1.6,0,2,8,48
256,-1.6,0,2,16,96
256,-1.6,0,2,32,192
256,-1.6,0,2,64,384
256,-1.6,0,2,128,768
256,-1.6,0,3,2,10
256,-1.6,0,3,4,20
256,-1.6,0,3,8,40
256,-1.6,0,3,16,80
256,-1.6,0,3,32,160
256,-1.6,0,3,64,320
256,-1.6,0,3,128,640
256,-1.6,0,4,2,8
256,-1.6,0,4,4,16
256,-1.6,0,4,8,32
256,-1.6,0,4,16,64
256,-1.6,0,4,32,128
256,-1.6,0,4,64,256
256,-1.6,0,4,128,512
256,-1.6,0,6,4,12
256,-1.6,0,6,8,24
256,-1.6,0,6,16,48
256,-1.6,0,6,32,96
256,-1.6,0,6,64,192
256,-1.6,0,6,128,384
256,-1.6,0,8,8,16
256,-1.6,0,8,16,32
256,-1.6,0,8,32,64
256,-1.6,0,8,64,128
256,-1.6,0,8,128,256
256,-1.6,3.0517578125E-05,8,4,8
256,-1.6,0.0067443848,6,2,6
256,-1.6,0.0989685059,2,1,6
256,-1.6,0.2132263184,3,1,5
256,-1.6,0.9384460449,8,2,4
256,-1.6,0.9418640137,4,1,4
256,-1.6,1,6,1,3
256,-1.6,1,8,1,2
256,-1.5,0,0,1,10
256,-1.5,0,0,2,20
256,-1.5,0,0,4,40
256,-1.5,0,0,8,80
256,-1.5,0,0,16,160
256,-1.5,0,0,32,320
256,-1.5,0,0,64,640
256,-1.5,0,0,128,1280
256,-1.5,0,1,1,8
256,-1.5,0,1,2,16
256,-1.5,0,1,4,32
256,-1.5,0,1,8,64
256,-1.5,0,1,16,128
256,-1.5,0,1,32,256
256,-1.5,0,1,64,512
256,-1.5,0,1,128,1024
256,-1.5,0,2,2,12
256,-1.5,0,2,4,24
256,-1.5,0,2,8,48
256,-1.5,0,2,16,96
256,-1.5,0,2,32,192
256,-1.5,0,2,64,384
256,-1.5,0,2,128,768
256,-1.5,0,3,2,10
256,-1.5,0,3,4,20
256,-1.5,0,3,8,40
256,-1.5,0,3,16,80
256,-1.5,0,3,32,160
256,-1.5,0,3,64,320
256,-1.5,0,3,128,640
256,-1.5,0,4,2,8
256,-1.5,0,4,4,16
256,-1.5,0,4,8,32
256,-1.5,0,4,16,64
256,-1.5,0,4,32,128
256,-1.5,0,4,64,256
256,-1.5,0,4,128,512
256,-1.5,0,6,4,12
256,-1.5,0,6,8,24
256,-1.5,0,6,16,48
256,-1.5,0,6,32,96
256,-1.5,0,6,64,192
256,-1.5,0,6,128,384
256,-1.5,0,8,4,8
256,-1.5,0,8,8,16
256,-1.5,0,8,16,32
256,-1.5,0,8,32,64
256,-1.5,0,8,64,128
256,-1.5,0,8,128,256
256,-1.5,0.003692627,6,2,6
256,-1.5,0.0658569336,2,1,6
256,-1.5,0.1526489258,3,1,5
256,-1.5,0.9129333496,8,2,4
256,-1.5,0.9136047363,4,1,4
256,-1.5,1,6,1,3
256,-1.5,1,8,1,2
256,-1.4,0,0,1,10
256,-1.4,0,0,2,20
256,-1.4,0,0,4,40
256,-1.4,0,0,8,80
256,-1.4,0,0,16,160
256,-1.4,0,0,32,320
256,-1.4,0,0,64,640
256,-1.4,0,0,128,1280
256,-1.4,0,1,1,8
256,-1.4,0,1,2,16
256,-1.4,0,1,4,32
256,-1.4,0,1,8,64
256,-1.4,0,1,16,128
256,-1.4,0,1,32,256
256,-1.4,0,1,64,512
256,-1.4,0,1,128,1024
256,-1.4,0,2,2,12
256,-1.4,0,2,4,24
256,-1.4,0,2,8,48
256,-1.4,0,2,16,96
256,-1.4,0,2,32,192
256,-1.4,0,2,64,384
256,-1.4,0,2,128,768
256,-1.4,0,3,2,10
256,-1.4,0,3,4,20
256,-1.4,0,3,8,40
256,-1.4,0,3,16,80
256,-1.4,0,3,32,160
256,-1.4,0,3,64,320
256,-1.4,0,3,128,640
256,-1.4,0,4,2,8
256,-1.4,0,4,4,16
256,-1.4,0,4,8,32
256,-1.4,0,4,16,64
256,-1.4,0,4,32,128
256,-1.4,0,4,64,256
256,-1.4,0,4,128,512
256,-1.4,0,6,4,12
256,-1.4,0,6,8,24
256,-1.4,0,6,16,48
256,-1.4,0,6,32,96
256,-1.4,0,6,64,192
256,-1.4,0,6,128,384
256,-1.4,0,8,4,8
256,-1.4,0,8,8,16
256,-1.4,0,8,16,32
256,-1.4,0,8,32,64
256,-1.4,0,8,64,128
256,-1.4,0,8,128,256
256,-1.4,0.0020751953,6,2,6
256,-1.4,0.0415649414,2,1,6
256,-1.4,0.1067810059,3,1,5
256,-1.4,0.8709411621,8,2,4
256,-1.4,0.8739318848,4,1,4
256,-1.4,1,6,1,3
256,-1.4,1,8,1,2
256,-1.3,0,0,1,10
256,-1.3,0,0,2,20
256,-1.3,0,0,4,40
256,-1.3,0,0,8,80
256,-1.3,0,0,16,160
256,-1.3,0,0,32,320
256,-1.3,0,0,64,640
256,-1.3,0,0,128,1280
256,-1.3,0,1,1,8
256,-1.3,0,1,2,16
256,-1.3,0,1,4,32
256,-1.3,0,1,8,64
256,-1.3,0,1,16,128
256,-1.3,0,1,32,256
256,-1.3,0,1,64,512
256,-1.3,0,1,128,1024
256,-1.3,0,2,2,12
256,-1.3,0,2,4,24
256,-1.3,0,2,8,48
256,-1.3,0,2,16,96
256,-1.3,0,2,32,192
256,-1.3,0,2,64,384
256,-1.3,0,2,128,768
256,-1.3,0,3,2,10
256,-1.3,0,3,4,20
256,-1.3,0,3,8,40
256,-1.3,0,3,16,80
256,-1.3,0,3,32,160
256,-1.3,0,3,64,320
256,-1.3,0,3,128,640
256,-1.3,0,4,2,8
256,-1.3,0,4,4,16
256,-1.3,0,4,8,32
256,-1.3,0,4,16,64
256,-1.3,0,4,32,128
256,-1.3,0,4,64,256
256,-1.3,0,4,128,512
256,-1.3,0,6,4,12
256,-1.3,0,6,8,24
256,-1.3,0,6,16,48
256,-1.3,0,6,32,96
256,-1.3,0,6,64,192
256,-1.3,0,6,128,384
256,-1.3,0,8,4,8
256,-1.3,0,8,8,16
256,-1.3,0,8,16,32
256,-1.3,0,8,32,64
256,-1.3,0,8,64,128
256,-1.3,0,8,128,256
256,-1.3,0.0009460449,6,2,6
256,-1.3,0.0242004395,2,1,6
256,-1.3,0.0689697266,3,1,5
256,-1.3,0.8212585449,8,2,4
256,-1.3,0.8298339844,4,1,4
256,-1.3,1,6,1,3
256,-1.3,1,8,1,2
256,-1.2,0,0,1,10
256,-1.2,0,0,2,20
256,-1.2,0,0,4,40
256,-1.2,0,0,8,80
256,-1.2,0,0,16,160
256,-1.2,0,0,32,320
256,-1.2,0,0,64,640
256,-1.2,0,0,128,1280
256,-1.2,0,1,1,8
256,-1.2,0,1,2,16
256,-1.2,0,1,4,32
256,-1.2,0,1,8,64
256,-1.2,0,1,16,128
256,-1.2,0,1,32,256
256,-1.2,0,1,64,512
256,-1.2,0,1,128,1024
256,-1.2,0,2,2,12
256,-1.2,0,2,4,24
256,-1.2,0,2,8,48
256,-1.2,0,2,16,96
256,-1.2,0,2,32,192
256,-1.2,0,2,64,384
256,-1.2,0,2,128,768
256,-1.2,0,3,2,10
256,-1.2,0,3,4,20
256,-1.2,0,3,8,40
256,-1.2,0,3,16,80
256,-1.2,0,3,32,160
256,-1.2,0,3,64,320
256,-1.2,0,3,128,640
256,-1.2,0,4,2,8
256,-1.2,0,4,4,16
256,-1.2,0,4,8,32
256,-1.2,0,4,16,64
256,-1.2,0,4,32,128
256,-1.2,0,4,64,256
256,-1.2,0,4,128,512
256,-1.2,0,6,4,12
256,-1.2,0,6,8,24
256,-1.2,0,6,16,48
256,-1.2,0,6,32,96
256,-1.2,0,6,64,192
256,-1.2,0,6,128,384
256,-1.2,0,8,4,8
256,-1.2,0,8,8,16
256,-1.2,0,8,16,32
256,-1.2,0,8,32,64
256,-1.2,0,8,64,128
256,-1.2,0,8,128,256
256,-1.2,0.0004882813,6,2,6
256,-1.2,0.0150756836,2,1,6
256,-1.2,0.0427856445,3,1,5
256,-1.2,0.761138916,4,1,4
256,-1.2,0.7634887695,8,2,4
256,-1.2,0.9999389648,6,1,3
256,-1.2,1,8,1,2
256,-1.1,0,0,1,10
256,-1.1,0,0,2,20
256,-1.1,0,0,4,40
256,-1.1,0,0,8,80
256,-1.1,0,0,16,160
256,-1.1,0,0,32,320
256,-1.1,0,0,64,640
256,-1.1,0,0,128,1280
256,-1.1,0,1,1,8
256,-1.1,0,1,2,16
256,-1.1,0,1,4,32
256,-1.1,0,1,8,64
256,-1.1,0,1,16,128
256,-1.1,0,1,32,256
256,-1.1,0,1,64,512
256,-1.1,0,1,128,1024
256,-1.1,0,2,2,12
256,-1.1,0,2,4,24
256,-1.1,0,2,8,48
256,-1.1,0,2,16,96
256,-1.1,0,2,32,192
256,-1.1,0,2,64,384
256,-1.1,0,2,128,768
256,-1.1,0,3,2,10
256,-1.1,0,3,4,20
256,-1.1,0,3,8,40
256,-1.1,0,3,16,80
256,-1.1,0,3,32,160
256,-1.1,0,3,64,320
256,-1.1,0,3,128,640
256,-1.1,0,4,2,8
256,-1.1,0,4,4,16
256,-1.1,0,4,8,32
256,-1.1,0,4,16,64
256,-1.1,0,4,32,128
256,-1.1,0,4,64,256
256,-1.1,0,4,128,512
256,-1.1,0,6,4,12
256,-1.1,0,6,8,24
256,-1.1,0,6,16,48
256,-1.1,0,6,32,96
256,-1.1,0,6,64,192
256,-1.1,0,6,128,384
256,-1.1,0,8,4,8
256,-1.1,0,8,8,16
256,-1.1,0,8,16,32
256,-1.1,0,8,32,64
256,-1.1,0,8,64,128
256,-1.1,0,8,128,256
256,-1.1,0.0002441406,6,2,6
256,-1.1,0.0090637207,2,1,6
256,-1.1,0.0281982422,3,1,5
256,-1.1,0.6929321289,8,2,4
256,-1.1,0.6991882324,4,1,4
256,-1.1,0.9999084473,6,1,3
256,-1.1,1,8,1,2
256,-1,0,0,1,10
256,-1,0,0,2,20
256,-1,0,0,4,40
256,-1,0,0,8,80
256,-1,0,0,16,160
256,-1,0,0,32,320
256,-1,0,0,64,640
256,-1,0,0,128,1280
256,-1,0,1,1,8
256,-1,0,1,2,16
256,-1,0,1,4,32
256,-1,0,1,8,64
256,-1,0,1,16,128
256,-1,0,1,32,256
256,-1,0,1,64,512
256,-1,0,1,128,1024
256,-1,0,2,2,12
256,-1,0,2,4,24
256,-1,0,2,8,48
256,-1,0,2,16,96
256,-1,0,2,32,192
256,-1,0,2,64,384
256,-1,0,2,128,768
256,-1,0,3,2,10
256,-1,0,3,4,20
256,-1,0,3,8,40
256,-1,0,3,16,80
256,-1,0,3,32,160
256,-1,0,3,64,320
256,-1,0,3,128,640
256,-1,0,4,2,8
256,-1,0,4,4,16
256,-1,0,4,8,32
256,-1,0,4,16,64
256,-1,0,4,32,128
256,-1,0,4,64,256
256,-1,0,4,128,512
256,-1,0,6,4,12
256,-1,0,6,8,24
256,-1,0,6,16,48
256,-1,0,6,32,96
256,-1,0,6,64,192
256,-1,0,6,128,384
256,-1,0,8,4,8
256,-1,0,8,8,16
256,-1,0,8,16,32
256,-1,0,8,32,64
256,-1,0,8,64,128
256,-1,0,8,128,256
256,-1,0.0001525879,6,2,6
256,-1,0.0042419434,2,1,6
256,-1,0.016204834,3,1,5
256,-1,0.614440918,8,2,4
256,-1,0.6171875,4,1,4
256,-1,0.9997558594,6,1,3
256,-1,1,8,1,2
256,-0.9,0,0,1,10
256,-0.9,0,0,2,20
256,-0.9,0,0,4,40
256,-0.9,0,0,8,80
256,-0.9,0,0,16,160
256,-0.9,0,0,32,320
256,-0.9,0,0,64,640
256,-0.9,0,0,128,1280
256,-0.9,0,1,1,8
256,-0.9,0,1,2,16
256,-0.9,0,1,4,32
256,-0.9,0,1,8,64
256,-0.9,0,1,16,128
256,-0.9,0,1,32,256
256,-0.9,0,1,64,512
256,-0.9,0,1,128,1024
256,-0.9,0,2,2,12
256,-0.9,0,2,4,24
256,-0.9,0,2,8,48
256,-0.9,0,2,16,96
256,-0.9,0,2,32,192
256,-0.9,0,2,64,384
256,-0.9,0,2,128,768
256,-0.9,0,3,2,10
256,-0.9,0,3,4,20
256,-0.9,0,3,8,40
256,-0.9,0,3,16,80
256,-0.9,0,3,32,160
256,-0.9,0,3,64,320
256,-0.9,0,3,128,640
256,-0.9,0,4,2,8
256,-0.9,0,4,4,16
256,-0.9,0,4,8,32
256,-0.9,0,4,16,64
256,-0.9,0,4,32,128
256,-0.9,0,4,64,256
256,-0.9,0,4,128,512
256,-0.9,0,6,4,12
256,-0.9,0,6,8,24
256,-0.9,0,6,16,48
256,-0.9,0,6,32,96
256,-0.9,0,6,64,192
256,-0.9,0,6,128,384
256,-0.9,0,8,4,8
256,-0.9,0,8,8,16
256,-0.9,0,8,16,32
256,-0.9,0,8,32,64
256,-0.9,0,8,64,128
256,-0.9,0,8,128,256
256,-0.9,0.0002441406,6,2,6
256,-0.9,0.002532959,2,1,6
256,-0.9,0.0093078613,3,1,5
256,-0.9,0.5277099609,8,2,4
256,-0.9,0.5296630859,4,1,4
256,-0.9,0.9994506836,6,1,3
256,-0.9,1,8,1,2
256,-0.8,0,0,1,10
256,-0.8,0,0,2,20
256,-0.8,0,0,4,40
256,-0.8,0,0,8,80
256,-0.8,0,0,16,160
256,-0.8,0,0,32,320
256,-0.8,0,0,64,640
256,-0.8,0,0,128,1280
256,-0.8,0,1,1,8
256,-0.8,0,1,2,16
256,-0.8,0,1,4,32
256,-0.8,0,1,8,64
256,-0.8,0,1,16,128
256,-0.8,0,1,32,256
256,-0.8,0,1,64,512
256,-0.8,0,1,128,1024
256,-0.8,0,2,2,12
256,-0.8,0,2,4,24
256,-0.8,0,2,8,48
256,-0.8,0,2,16,96
256,-0.8,0,2,32,192
256,-0.8,0,2,64,384
256,-0.8,0,2,128,768
256,-0.8,0,3,2,10
256,-0.8,0,3,4,20
256,-0.8,0,3,8,40
256,-0.8,0,3,16,80
256,-0.8,0,3,32,160
256,-0.8,0,3,64,320
256,-0.8,0,3,128,640
256,-0.8,0,4,2,8
256,-0.8,0,4,4,16
256,-0.8,0,4,8,32
256,-0.8,0,4,16,64
256,-0.8,0,4,32,128
256,-0.8,0,4,64,256
256,-0.8,0,4,128,512
256,-0.8,0,6,4,12
256,-0.8,0,6,8,24
256,-0.8,0,6,16,48
256,-0.8,0,6,32,96
256,-0.8,0,6,64,192
256,-0.8,0,6,128,384
256,-0.8,0,8,4,8
256,-0.8,0,8,8,16
256,-0.8,0,8,16,32
256,-0.8,0,8,32,64
256,-0.8,0,8,64,128
256,-0.8,0,8,128,256
256,-0.8,0.0001525879,6,2,6
256,-0.8,0.0013122559,2,1,6
256,-0.8,0.0046691895,3,1,5
256,-0.8,0.4365234375,8,2,4
256,-0.8,0.4441833496,4,1,4
256,-0.8,0.9992370605,6,1,3
256,-0.8,1,8,1,2
256,-0.7,0,0,1,10
256,-0.7,0,0,2,20
256,-0.7,0,0,4,40
256,-0.7,0,0,8,80
256,-0.7,0,0,16,160
256,-0.7,0,0,32,320
256,-0.7,0,0,64,640
256,-0.7,0,0,128,1280
256,-0.7,0,1,1,8
256,-0.7,0,1,2,16
256,-0.7,0,1,4,32
256,-0.7,0,1,8,64
256,-0.7,0,1,16,128
256,-0.7,0,1,32,256
256,-0.7,0,1,64,512
256,-0.7,0,1,128,1024
256,-0.7,0,2,2,12
256,-0.7,0,2,4,24
256,-0.7,0,2,8,48
256,-0.7,0,2,16,96
256,-0.7,0,2,32,192
256,-0.7,0,2,64,384
256,-0.7,0,2,128,768
256,-0.7,0,3,2,10
256,-0.7,0,3,4,20
256,-0.7,0,3,8,40
256,-0.7,0,3,16,80
256,-0.7,0,3,32,160
256,-0.7,0,3,64,320
256,-0.7,0,3,128,640
256,-0.7,0,4,2,8
256,-0.7,0,4,4,16
256,-0.7,0,4,8,32
256,-0.7,0,4,16,64
256,-0.7,0,4,32,128
256,-0.7,0,4,64,256
256,-0.7,0,4,128,512
256,-0.7,0,6,4,12
256,-0.7,0,6,8,24
256,-0.7,0,6,16,48
256,-0.7,0,6,32,96
256,-0.7,0,6,64,192
256,-0.7,0,6,128,384
256,-0.7,0,8,4,8
256,-0.7,0,8,8,16
256,-0.7,0,8,16,32
256,-0.7,0,8,32,64
256,-0.7,0,8,64,128
256,-0.7,0,8,128,256
256,-0.7,3.0517578125E-05,6,2,6
256,-0.7,0.000793457,2,1,6
256,-0.7,0.0033569336,3,1,5
256,-0.7,0.3569641113,8,2,4
256,-0.7,0.3613891602,4,1,4
256,-0.7,0.9990539551,6,1,3
256,-0.7,1,8,1,2
256,-0.6,0,0,1,10
256,-0.6,0,0,2,20
256,-0.6,0,0,4,40
256,-0.6,0,0,8,80
256,-0.6,0,0,16,160
256,-0.6,0,0,32,320
256,-0.6,0,0,64,640
256,-0.6,0,0,128,1280
256,-0.6,0,1,1,8
256,-0.6,0,1,2,16
256,-0.6,0,1,4,32
256,-0.6,0,1,8,64
256,-0.6,0,1,16,128
256,-0.6,0,1,32,256
256,-0.6,0,1,64,512
256,-0.6,0,1,128,1024
256,-0.6,0,2,2,12
256,-0.6,0,2,4,24
256,-0.6,0,2,8,48
256,-0.6,0,2,16,96
256,-0.6,0,2,32,192
256,-0.6,0,2,64,384
256,-0.6,0,2,128,768
256,-0.6,0,3,2,10
256,-0.6,0,3,4,20
256,-0.6,0,3,8,40
256,-0.6,0,3,16,80
256,-0.6,0,3,32,160
256,-0.6,0,3,64,320
256,-0.6,0,3,128,640
256,-0.6,0,4,2,8
256,-0.6,0,4,4,16
256,-0.6,0,4,8,32
256,-0.6,0,4,16,64
256,-0.6,0,4,32,128
256,-0.6,0,4,64,256
256,-0.6,0,4,128,512
256,-0.6,0,6,4,12
256,-0.6,0,6,8,24
256,-0.6,0,6,16,48
256,-0.6,0,6,32,96
256,-0.6,0,6,64,192
256,-0.6,0,6,128,384
256,-0.6,0,8,4,8
256,-0.6,0,8,8,16
256,-0.6,0,8,16,32
256,-0.6,0,8,32,64
256,-0.6,0,8,64,128
256,-0.6,0,8,128,256
256,-0.6,6.103515625E-05,6,2,6
256,-0.6,0.0004882813,2,1,6
256,-0.6,0.0018920898,3,1,5
256,-0.6,0.2711791992,8,2,4
256,-0.6,0.2763671875,4,1,4
256,-0.6,0.9970397949,6,1,3
256,-0.6,1,8,1,2
256,-0.5,0,0,1,10
256,-0.5,0,0,2,20
256,-0.5,0,0,4,40
256,-0.5,0,0,8,80
256,-0.5,0,0,16,160
256,-0.5,0,0,32,320
256,-0.5,0,0,64,640
256,-0.5,0,0,128,1280
256,-0.5,0,1,1,8
256,-0.5,0,1,2,16
256,-0.5,0,1,4,32
256,-0.5,0,1,8,64
256,-0.5,0,1,16,128
256,-0.5,0,1,32,256
256,-0.5,0,1,64,512
256,-0.5,0,1,128,1024
256,-0.5,0,2,2,12
256,-0.5,0,2,4,24
256,-0.5,0,2,8,48
256,-0.5,0,2,16,96
256,-0.5,0,2,32,192
256,-0.5,0,2,64,384
256,-0.5,0,2,128,768
256,-0.5,0,3,2,10
256,-0.5,0,3,4,20
256,-0.5,0,3,8,40
256,-0.5,0,3,16,80
256,-0.5,0,3,32,160
256,-0.5,0,3,64,320
256,-0.5,0,3,128,640
256,-0.5,0,4,2,8
256,-0.5,0,4,4,16
256,-0.5,0,4,8,32
256,-0.5,0,4,16,64
256,-0.5,0,4,32,128
256,-0.5,0,4,64,256
256,-0.5,0,4,128,512
256,-0.5,0,6,2,6
256,-0.5,0,6,4,12
256,-0.5,0,6,8,24
256,-0.5,0,6,16,48
256,-0.5,0,6,32,96
256,-0.5,0,6,64,192
256,-0.5,0,6,128,384
256,-0.5,0,8,4,8
256,-0.5,0,8,8,16
256,-0.5,0,8,16,32
256,-0.5,0,8,32,64
256,-0.5,0,8,64,128
256,-0.5,0,8,128,256
256,-0.5,0.0002746582,2,1,6
256,-0.5,0.0009155273,3,1,5
256,-0.5,0.2016601563,8,2,4
256,-0.5,0.2030944824,4,1,4
256,-0.5,0.9964599609,6,1,3
256,-0.5,1,8,1,2
256,-0.4,0,0,1,10
256,-0.4,0,0,2,20
256,-0.4,0,0,4,40
256,-0.4,0,0,8,80
256,-0.4,0,0,16,160
256,-0.4,0,0,32,320
256,-0.4,0,0,64,640
256,-0.4,0,0,128,1280
256,-0.4,0,1,1,8
256,-0.4,0,1,2,16
256,-0.4,0,1,4,32
256,-0.4,0,1,8,64
256,-0.4,0,1,16,128
256,-0.4,0,1,32,256
256,-0.4,0,1,64,512
256,-0.4,0,1,128,1024
256,-0.4,0,2,2,12
256,-0.4,0,2,4,24
256,-0.4,0,2,8,48
256,-0.4,0,2,16,96
256,-0.4,0,2,32,192
256,-0.4,0,2,64,384
256,-0.4,0,2,128,768
256,-0.4,0,3,2,10
256,-0.4,0,3,4,20
256,-0.4,0,3,8,40
256,-0.4,0,3,16,80
256,-0.4,0,3,32,160
256,-0.4,0,3,64,320
256,-0.4,0,3,128,640
256,-0.4,0,4,2,8
256,-0.4,0,4,4,16
256,-0.4,0,4,8,32
256,-0.4,0,4,16,64
256,-0.4,0,4,32,128
256,-0.4,0,4,64,256
256,-0.4,0,4,128,512
256,-0.4,0,6,2,6
256,-0.4,0,6,4,12
256,-0.4,0,6,8,24
256,-0.4,0,6,16,48
256,-0.4,0,6,32,96
256,-0.4,0,6,64,192
256,-0.4,0,6,128,384
256,-0.4,0,8,4,8
256,-0.4,0,8,8,16
256,-0.4,0,8,16,32
256,-0.4,0,8,32,64
256,-0.4,0,8,64,128
256,-0.4,0,8,128,256
256,-0.4,0.0001831055,2,1,6
256,-0.4,0.0007629395,3,1,5
256,-0.4,0.1459655762,8,2,4
256,-0.4,0.1479187012,4,1,4
256,-0.4,0.9934082031,6,1,3
256,-0.4,1,8,1,2
256,-0.3,0,0,1,10
256,-0.3,0,0,2,20
256,-0.3,0,0,4,40
256,-0.3,0,0,8,80
256,-0.3,0,0,16,160
256,-0.3,0,0,32,320
256,-0.3,0,0,64,640
256,-0.3,0,0,128,1280
256,-0.3,0,1,1,8
256,-0.3,0,1,2,16
256,-0.3,0,1,4,32
256,-0.3,0,1,8,64
256,-0.3,0,1,16,128
256,-0.3,0,1,32,256
256,-0.3,0,1,64,512
256,-0.3,0,1,128,1024
256,-0.3,0,2,2,12
256,-0.3,0,2,4,24
256,-0.3,0,2,8,48
256,-0.3,0,2,16,96
256,-0.3,0,2,32,192
